pr_id,repo,author_type,agent,language,change_type,commits,additions,deletions,files_changed,description_length,lexical_similarity,semantic_similarity,review_time_hours,nn_layers_modified,test_coverage_delta,net_lines
637,autoencoder-fraud,AI,Claude Code,Jupyter Notebook,data_pipeline,3,112,133,2,134,0.8811,0.793,10.72,5,2.63,-21
638,credit-card-fraud-ml,AI,Devin,Python,data_pipeline,2,108,13,2,127,0.7294,0.7653,7.39,2,0.44,95
639,xgboost-fraud-pipeline,AI,Devin,Python,bug_fix,1,15,5,5,128,0.5125,0.6084,27.05,2,2.16,10
640,antifraud-ensemble,AI,OpenAI Codex,YAML,hyperparameter_tuning,5,51,28,3,118,0.4055,0.7371,6.66,4,3.12,23
641,xgboost-fraud-pipeline,AI,GitHub Copilot,Jupyter Notebook,model_architecture,3,40,6,2,126,0.3119,0.5751,15.77,4,4.66,34
642,fraud-detector-nn,AI,OpenAI Codex,Jupyter Notebook,model_architecture,3,67,30,5,125,0.5,0.8656,29.92,6,-3.82,37
643,antifraud-ensemble,AI,Devin,Python,model_architecture,2,105,27,2,135,0.688,0.6856,8.26,3,-1.24,78
644,transaction-anomaly-detection,AI,OpenAI Codex,Python,bug_fix,2,35,13,1,114,0.6612,0.8561,2.33,3,2.45,22
645,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,data_pipeline,1,36,161,3,146,0.5967,0.8938,7.83,6,4.38,-125
646,credit-card-fraud-ml,Human,Human,Python,model_architecture,5,78,207,3,73,0.3371,0.619,33.38,3,-1.07,-129
647,fraud-detector-nn,Human,Human,YAML,feature_engineering,3,409,602,6,81,0.8121,0.1457,200.0,0,-3.4,-193
648,deepfraud-pytorch,Human,Human,Python,data_pipeline,3,732,29,4,93,0.4175,0.4924,86.1,1,0.27,703
649,fraud-detector-nn,Human,Human,Python,bug_fix,8,487,46,3,81,0.2613,0.3581,22.5,2,-3.01,441
650,deepfraud-pytorch,AI,Claude Code,Python,hyperparameter_tuning,3,155,8,4,139,0.7483,0.5394,3.65,1,2.17,147
651,fraud-detector-nn,AI,GitHub Copilot,SQL,feature_engineering,2,21,5,3,138,0.8393,0.9285,12.67,2,1.52,16
652,credit-card-fraud-ml,AI,Claude Code,Jupyter Notebook,hyperparameter_tuning,4,395,139,4,130,0.8821,0.4471,9.0,0,-3.35,256
653,autoencoder-fraud,Human,Human,Python,feature_engineering,4,251,75,4,75,0.4579,0.2705,78.17,0,-1.15,176
654,autoencoder-fraud,Human,Human,Jupyter Notebook,documentation,3,155,182,3,54,0.2829,0.6157,59.31,3,-1.57,-27
655,transaction-anomaly-detection,AI,OpenAI Codex,YAML,model_architecture,4,212,23,1,124,0.5267,0.6773,15.83,2,4.67,189
656,credit-card-fraud-ml,AI,GitHub Copilot,Python,hyperparameter_tuning,1,13,20,3,121,0.7519,0.962,8.96,4,-2.31,-7
657,fraud-detector-nn,AI,Devin,SQL,feature_engineering,1,10,61,5,132,0.8923,0.4168,40.44,1,0.32,-51
658,deepfraud-pytorch,AI,OpenAI Codex,Shell,model_architecture,3,128,6,2,147,0.8465,0.8941,5.45,0,-4.9,122
659,credit-card-fraud-ml,Human,Human,Python,feature_engineering,5,120,13,3,75,0.4648,0.5309,25.58,2,2.57,107
660,autoencoder-fraud,Human,Human,Python,feature_engineering,3,291,1586,4,85,0.4127,0.8181,85.29,2,-8.28,-1295
661,autoencoder-fraud,AI,OpenAI Codex,Python,data_pipeline,1,404,54,5,159,0.603,0.6832,12.93,2,-0.78,350
662,credit-card-fraud-ml,Human,Human,Python,hyperparameter_tuning,6,34,27,6,83,0.2702,0.7315,33.7,1,-5.75,7
663,deepfraud-pytorch,Human,Human,Python,data_pipeline,5,478,295,9,70,0.26,0.2877,20.32,2,0.64,183
664,antifraud-ensemble,AI,Devin,Python,data_pipeline,1,31,91,3,140,0.8787,0.9444,2.04,5,-0.15,-60
665,fraud-detector-nn,AI,GitHub Copilot,Python,test_suite,2,3,47,3,132,0.8435,0.7227,15.68,4,-2.73,-44
666,credit-card-fraud-ml,AI,GitHub Copilot,Python,bug_fix,2,66,143,4,156,0.7687,0.3921,4.39,3,-1.96,-77
667,autoencoder-fraud,AI,Devin,Python,hyperparameter_tuning,1,23,5,4,138,0.9794,0.6469,4.27,3,1.28,18
668,credit-card-fraud-ml,AI,GitHub Copilot,Python,test_suite,3,141,64,4,132,0.7275,0.9453,2.94,6,1.06,77
669,fraud-detector-nn,AI,Devin,Python,data_pipeline,1,162,12,5,146,0.8533,0.7194,4.49,6,-2.5,150
670,deepfraud-pytorch,AI,Devin,Python,data_pipeline,4,76,25,3,132,0.6784,0.9855,16.87,4,6.27,51
671,fraud-detector-nn,AI,GitHub Copilot,Jupyter Notebook,data_pipeline,6,77,100,4,132,0.6785,0.9629,16.18,2,6.44,-23
672,transaction-anomaly-detection,Human,Human,Python,bug_fix,4,420,5,1,96,0.3798,0.3622,14.29,1,9.42,415
673,transaction-anomaly-detection,AI,GitHub Copilot,Python,data_pipeline,4,28,202,4,132,0.5624,0.767,4.6,2,4.13,-174
674,xgboost-fraud-pipeline,AI,Claude Code,Python,model_architecture,1,31,77,4,121,0.8872,0.5115,13.23,4,4.22,-46
675,credit-card-fraud-ml,AI,OpenAI Codex,SQL,hyperparameter_tuning,2,242,47,1,137,0.6696,0.6286,6.53,7,6.96,195
676,transaction-anomaly-detection,Human,Human,Jupyter Notebook,test_suite,4,259,39,6,73,0.489,0.1851,17.26,1,-1.82,220
677,autoencoder-fraud,AI,GitHub Copilot,YAML,model_architecture,1,74,22,2,155,0.7737,0.7077,15.83,1,-0.2,52
678,fraud-detector-nn,AI,OpenAI Codex,R,model_architecture,1,113,19,2,121,0.8062,0.5803,6.31,1,-2.46,94
679,credit-card-fraud-ml,Human,Human,Python,data_pipeline,2,606,12,6,84,0.5127,0.5368,35.02,1,-0.1,594
680,transaction-anomaly-detection,Human,Human,Python,data_pipeline,7,138,20,6,78,0.4742,0.3867,21.86,2,2.03,118
681,deepfraud-pytorch,Human,Human,YAML,documentation,7,436,17,3,77,0.4196,0.6045,19.88,1,7.31,419
682,transaction-anomaly-detection,AI,Devin,Jupyter Notebook,data_pipeline,7,6,22,2,135,0.3198,0.7433,2.66,2,14.3,-16
683,deepfraud-pytorch,AI,GitHub Copilot,Jupyter Notebook,feature_engineering,1,156,24,1,146,0.7613,0.6323,3.51,4,-1.81,132
684,transaction-anomaly-detection,Human,Human,Python,feature_engineering,3,1700,209,4,69,0.1374,0.3524,180.61,0,4.0,1491
685,deepfraud-pytorch,Human,Human,Python,model_architecture,2,64,1,8,87,0.3761,0.4226,57.27,2,-2.16,63
686,fraud-detector-nn,Human,Human,Jupyter Notebook,data_pipeline,3,564,101,6,84,0.1877,0.4185,9.83,1,7.85,463
687,fraud-detector-nn,Human,Human,Python,data_pipeline,3,1796,36,5,80,0.6517,0.3575,200.0,3,-1.63,1760
688,antifraud-ensemble,AI,Devin,Python,data_pipeline,2,87,15,3,117,0.8504,0.8375,4.06,4,3.54,72
689,fraud-detector-nn,Human,Human,Jupyter Notebook,refactor,7,654,151,6,58,0.3156,0.3912,193.51,0,1.9,503
690,transaction-anomaly-detection,AI,Devin,R,documentation,2,43,7,3,135,0.4783,0.7714,24.21,1,3.71,36
691,xgboost-fraud-pipeline,AI,OpenAI Codex,Jupyter Notebook,refactor,1,61,75,1,144,0.5287,0.4125,17.68,1,-2.06,-14
692,credit-card-fraud-ml,AI,OpenAI Codex,Shell,model_architecture,4,111,95,2,130,0.6937,0.9109,19.58,2,0.1,16
693,deepfraud-pytorch,AI,Claude Code,Python,documentation,6,9,53,4,134,0.4602,0.7985,5.58,3,4.73,-44
694,fraud-detector-nn,AI,Devin,SQL,model_architecture,1,172,31,2,128,0.8836,0.8463,22.38,1,0.34,141
695,autoencoder-fraud,AI,GitHub Copilot,Jupyter Notebook,data_pipeline,2,39,26,5,124,0.9214,0.836,13.52,3,4.25,13
696,credit-card-fraud-ml,Human,Human,Python,test_suite,6,240,83,4,88,0.435,0.2727,2.44,3,2.47,157
697,autoencoder-fraud,AI,Devin,Python,model_architecture,2,118,7,2,137,0.439,0.8387,11.95,1,-1.62,111
698,xgboost-fraud-pipeline,Human,Human,Python,refactor,4,142,82,5,90,0.3699,0.1787,10.6,0,8.49,60
699,deepfraud-pytorch,AI,GitHub Copilot,Python,model_architecture,2,55,22,1,147,0.8301,0.8372,15.38,5,0.84,33
700,deepfraud-pytorch,AI,Claude Code,Python,refactor,1,59,7,4,128,0.8273,0.5622,1.76,2,-3.03,52
701,deepfraud-pytorch,AI,Claude Code,R,data_pipeline,4,325,7,2,145,0.9506,0.7275,23.51,2,-1.14,318
702,fraud-detector-nn,AI,GitHub Copilot,SQL,hyperparameter_tuning,3,18,49,7,144,0.5831,0.8485,22.03,1,2.08,-31
703,deepfraud-pytorch,AI,OpenAI Codex,Python,hyperparameter_tuning,1,38,62,3,118,0.8346,0.8937,7.99,1,0.2,-24
704,antifraud-ensemble,AI,GitHub Copilot,R,test_suite,2,11,6,2,135,0.8895,0.8726,12.17,3,3.47,5
705,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,data_pipeline,2,68,31,6,124,0.7931,0.6095,12.13,3,-0.1,37
706,autoencoder-fraud,Human,Human,Python,hyperparameter_tuning,8,107,171,2,73,0.445,0.4698,35.75,0,6.92,-64
707,xgboost-fraud-pipeline,AI,OpenAI Codex,Shell,test_suite,2,35,15,2,145,0.7006,0.7736,7.83,1,0.01,20
708,autoencoder-fraud,Human,Human,Shell,feature_engineering,8,692,55,5,81,0.748,0.2225,112.24,0,-4.32,637
709,fraud-detector-nn,AI,Devin,SQL,data_pipeline,3,25,19,7,134,0.3638,0.9478,9.63,1,0.34,6
710,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,model_architecture,4,118,104,6,82,0.2267,0.5486,21.66,4,12.81,14
711,credit-card-fraud-ml,Human,Human,Python,feature_engineering,1,510,161,4,54,0.313,0.3394,25.58,0,-5.68,349
712,antifraud-ensemble,Human,Human,Python,model_architecture,4,16,168,6,82,0.7046,0.2416,7.74,6,1.58,-152
713,antifraud-ensemble,AI,Claude Code,R,bug_fix,2,1108,19,5,154,0.6363,0.6564,23.89,1,-1.18,1089
714,fraud-detector-nn,AI,OpenAI Codex,Python,hyperparameter_tuning,4,9,10,2,121,0.7469,0.7943,18.6,6,1.22,-1
715,xgboost-fraud-pipeline,AI,OpenAI Codex,Python,refactor,1,118,49,2,146,0.6729,0.8259,35.04,3,4.62,69
716,deepfraud-pytorch,Human,Human,YAML,data_pipeline,5,78,132,4,74,0.2678,0.4499,29.63,1,-3.94,-54
717,antifraud-ensemble,Human,Human,YAML,test_suite,8,62,289,11,84,0.3131,0.4686,5.32,0,3.01,-227
718,transaction-anomaly-detection,Human,Human,Python,hyperparameter_tuning,6,240,37,8,82,0.2894,0.2135,5.65,2,5.22,203
719,credit-card-fraud-ml,AI,GitHub Copilot,Python,data_pipeline,1,17,14,4,140,0.8214,0.8313,14.77,3,-1.42,3
720,transaction-anomaly-detection,Human,Human,Python,hyperparameter_tuning,2,203,19,8,72,0.295,0.2628,18.89,2,0.02,184
721,fraud-detector-nn,Human,Human,Python,hyperparameter_tuning,6,77,7,5,99,0.5963,0.5423,128.32,0,11.02,70
722,antifraud-ensemble,AI,Devin,YAML,data_pipeline,2,12,10,1,154,0.484,0.5434,18.58,3,-2.24,2
723,autoencoder-fraud,AI,GitHub Copilot,Python,hyperparameter_tuning,1,43,125,5,122,0.7573,0.575,36.74,3,-1.16,-82
724,autoencoder-fraud,Human,Human,YAML,feature_engineering,3,83,23,4,66,0.3587,0.6499,102.51,1,-3.51,60
725,deepfraud-pytorch,Human,Human,Python,documentation,6,907,114,4,82,0.0772,0.3325,83.67,1,3.86,793
726,xgboost-fraud-pipeline,Human,Human,Python,data_pipeline,6,135,13,4,79,0.3923,0.309,26.91,2,-10.64,122
727,deepfraud-pytorch,AI,GitHub Copilot,Python,hyperparameter_tuning,3,67,31,1,119,0.8258,0.6694,6.15,3,3.03,36
728,antifraud-ensemble,Human,Human,Python,feature_engineering,7,58,194,11,96,0.7208,0.3029,45.78,1,10.63,-136
729,antifraud-ensemble,AI,Devin,SQL,refactor,3,42,30,2,151,0.7982,0.9488,14.96,2,6.05,12
730,autoencoder-fraud,AI,GitHub Copilot,Python,hyperparameter_tuning,2,255,22,2,121,0.7415,0.5904,16.88,2,1.79,233
731,deepfraud-pytorch,AI,GitHub Copilot,Python,data_pipeline,1,177,20,2,136,0.6479,0.5707,1.18,1,1.09,157
732,autoencoder-fraud,Human,Human,Python,hyperparameter_tuning,6,119,15,6,85,0.4441,0.259,33.76,2,9.63,104
733,credit-card-fraud-ml,Human,Human,YAML,hyperparameter_tuning,4,181,410,2,59,0.4135,0.7643,46.45,1,-3.64,-229
734,fraud-detector-nn,AI,Claude Code,Python,hyperparameter_tuning,5,90,13,2,156,0.4218,0.624,35.65,1,-3.47,77
735,credit-card-fraud-ml,AI,OpenAI Codex,Python,hyperparameter_tuning,1,59,67,3,126,0.3213,0.7388,18.24,2,-2.56,-8
736,autoencoder-fraud,Human,Human,Python,model_architecture,8,759,21,1,69,0.2327,0.6009,45.77,1,5.68,738
737,deepfraud-pytorch,AI,OpenAI Codex,Python,feature_engineering,3,44,15,1,145,0.428,0.9452,13.33,7,-2.13,29
738,autoencoder-fraud,Human,Human,Python,data_pipeline,5,170,21,7,70,0.1447,0.2364,200.0,4,-0.06,149
739,fraud-detector-nn,AI,OpenAI Codex,Python,bug_fix,1,239,70,3,125,0.8126,0.7642,19.34,1,1.47,169
740,autoencoder-fraud,AI,OpenAI Codex,Python,documentation,3,165,17,7,142,0.6225,0.8531,7.88,2,-3.71,148
741,fraud-detector-nn,AI,Claude Code,Jupyter Notebook,test_suite,1,85,94,3,124,0.8309,0.8283,5.55,3,4.1,-9
742,deepfraud-pytorch,AI,OpenAI Codex,R,documentation,1,278,14,2,151,0.771,0.8687,33.69,5,6.59,264
743,deepfraud-pytorch,Human,Human,Python,model_architecture,4,414,57,6,95,0.7715,0.3123,4.16,2,-9.02,357
744,antifraud-ensemble,AI,Claude Code,Jupyter Notebook,hyperparameter_tuning,1,54,20,5,141,0.4857,0.5189,6.26,5,0.8,34
745,antifraud-ensemble,AI,Devin,Python,refactor,3,285,37,2,114,0.7054,0.8626,6.59,3,2.26,248
746,antifraud-ensemble,Human,Human,Python,feature_engineering,4,295,69,6,80,0.5031,0.5047,84.57,0,-6.86,226
747,deepfraud-pytorch,AI,OpenAI Codex,Python,bug_fix,1,236,44,3,128,0.6303,0.7386,14.08,0,1.4,192
748,autoencoder-fraud,AI,Claude Code,YAML,model_architecture,2,17,74,2,151,0.8596,0.929,11.3,2,-0.46,-57
749,credit-card-fraud-ml,Human,Human,Python,feature_engineering,3,96,4,8,77,0.6601,0.4147,6.17,1,1.15,92
750,fraud-detector-nn,Human,Human,SQL,refactor,8,121,99,8,70,0.1537,0.2777,50.11,1,8.6,22
751,xgboost-fraud-pipeline,AI,GitHub Copilot,Jupyter Notebook,refactor,4,73,28,2,156,0.7812,0.8879,5.84,2,-0.29,45
752,credit-card-fraud-ml,Human,Human,Python,refactor,5,147,55,5,75,0.6123,0.1161,6.02,1,-1.39,92
753,transaction-anomaly-detection,Human,Human,Jupyter Notebook,bug_fix,6,72,8,4,84,0.6515,0.1297,42.61,0,-8.45,64
754,credit-card-fraud-ml,AI,OpenAI Codex,Python,model_architecture,3,156,16,1,154,0.8371,0.9268,9.62,7,-1.3,140
755,transaction-anomaly-detection,AI,GitHub Copilot,YAML,documentation,3,17,13,1,147,0.5609,0.7715,10.0,2,3.5,4
756,transaction-anomaly-detection,Human,Human,Python,model_architecture,3,54,40,6,63,0.5236,0.3297,105.85,0,-1.78,14
757,fraud-detector-nn,Human,Human,Python,data_pipeline,3,885,132,8,78,0.5628,0.7542,15.05,1,-2.66,753
758,fraud-detector-nn,AI,Claude Code,Jupyter Notebook,hyperparameter_tuning,2,131,10,2,115,0.903,0.7079,30.26,7,-0.83,121
759,autoencoder-fraud,Human,Human,Jupyter Notebook,model_architecture,9,86,10,8,86,0.5893,0.513,9.87,2,2.0,76
760,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,test_suite,5,207,5,7,79,0.5474,0.2307,12.72,0,6.39,202
761,transaction-anomaly-detection,AI,GitHub Copilot,Python,model_architecture,1,24,31,2,123,0.8019,0.6046,15.62,2,0.66,-7
762,deepfraud-pytorch,AI,OpenAI Codex,Python,test_suite,2,19,5,1,156,0.7264,0.7583,13.36,3,4.77,14
763,autoencoder-fraud,AI,Devin,Shell,bug_fix,1,229,51,4,118,0.7907,0.89,21.91,2,2.73,178
764,transaction-anomaly-detection,Human,Human,Python,bug_fix,7,92,189,6,71,0.6451,0.4098,75.9,3,1.51,-97
765,autoencoder-fraud,AI,GitHub Copilot,Python,data_pipeline,2,178,78,3,144,0.9387,0.8773,20.41,2,3.67,100
766,antifraud-ensemble,Human,Human,YAML,refactor,11,658,24,3,88,0.5701,0.1668,34.44,2,7.19,634
767,fraud-detector-nn,Human,Human,Python,bug_fix,5,177,17,4,72,0.0385,0.3183,16.19,1,4.05,160
768,credit-card-fraud-ml,Human,Human,Jupyter Notebook,feature_engineering,4,3053,20,4,71,0.6158,0.3389,200.0,1,9.72,3033
769,fraud-detector-nn,AI,OpenAI Codex,Python,hyperparameter_tuning,2,29,14,4,136,0.8872,0.9303,3.63,5,4.83,15
770,deepfraud-pytorch,Human,Human,Python,refactor,12,1773,95,6,82,0.4651,0.5373,36.46,1,-3.37,1678
771,antifraud-ensemble,AI,GitHub Copilot,Jupyter Notebook,test_suite,1,32,14,3,143,0.503,0.9301,9.63,3,0.83,18
772,xgboost-fraud-pipeline,Human,Human,Python,refactor,1,25,8,5,77,0.7302,0.4366,18.29,3,2.64,17
773,deepfraud-pytorch,AI,GitHub Copilot,YAML,hyperparameter_tuning,3,194,29,3,142,0.6105,0.7611,10.53,3,4.46,165
774,credit-card-fraud-ml,AI,OpenAI Codex,Python,feature_engineering,3,44,48,1,115,0.6806,0.9568,11.68,5,0.08,-4
775,fraud-detector-nn,Human,Human,Python,model_architecture,1,86,115,4,76,0.3086,0.4937,77.81,1,3.06,-29
776,credit-card-fraud-ml,AI,GitHub Copilot,SQL,model_architecture,5,141,27,3,126,0.9328,0.7972,7.5,3,1.89,114
777,antifraud-ensemble,AI,Devin,Jupyter Notebook,data_pipeline,1,44,28,1,148,0.3088,0.8607,13.92,2,5.48,16
778,autoencoder-fraud,Human,Human,Python,refactor,9,424,24,7,81,0.4639,0.3642,28.61,1,6.09,400
779,credit-card-fraud-ml,Human,Human,Python,documentation,5,56,135,4,82,0.4422,0.3196,46.26,1,1.3,-79
780,transaction-anomaly-detection,Human,Human,Python,refactor,10,52,6,7,71,0.323,0.5626,129.37,1,-4.46,46
781,antifraud-ensemble,Human,Human,Python,test_suite,6,502,2,5,75,0.2227,0.6272,60.78,2,0.72,500
782,deepfraud-pytorch,AI,Claude Code,Python,model_architecture,3,129,3,3,125,0.5528,0.7422,20.76,3,-6.76,126
783,deepfraud-pytorch,AI,Devin,Python,data_pipeline,3,58,11,5,149,0.9305,0.6025,4.98,5,-0.34,47
784,xgboost-fraud-pipeline,AI,OpenAI Codex,Python,hyperparameter_tuning,3,27,5,2,154,0.9756,0.8685,9.16,2,0.25,22
785,credit-card-fraud-ml,AI,Devin,Python,data_pipeline,1,105,37,2,160,0.5091,0.7272,10.38,2,-1.02,68
786,antifraud-ensemble,Human,Human,Python,data_pipeline,3,167,98,6,74,0.6241,0.5866,37.87,1,3.72,69
787,credit-card-fraud-ml,Human,Human,Python,refactor,3,11,208,5,78,0.1606,0.6296,46.32,2,-3.51,-197
788,transaction-anomaly-detection,AI,OpenAI Codex,Jupyter Notebook,hyperparameter_tuning,1,17,11,4,130,0.8604,0.5627,14.08,1,2.81,6
789,antifraud-ensemble,AI,Claude Code,Python,documentation,1,10,66,3,135,0.69,0.623,10.94,5,-3.62,-56
790,fraud-detector-nn,Human,Human,Python,data_pipeline,3,29,356,6,67,0.4849,0.5545,28.5,2,2.25,-327
791,deepfraud-pytorch,AI,GitHub Copilot,Jupyter Notebook,model_architecture,3,205,34,2,122,0.8415,0.7434,4.2,1,-1.59,171
792,credit-card-fraud-ml,Human,Human,R,documentation,8,526,102,4,62,0.3637,0.2218,138.36,0,-3.18,424
793,transaction-anomaly-detection,AI,Claude Code,Python,model_architecture,4,26,13,1,127,0.6812,0.5872,15.4,2,2.18,13
794,deepfraud-pytorch,Human,Human,YAML,feature_engineering,6,135,2,5,75,0.4279,0.2345,68.02,1,-5.65,133
795,antifraud-ensemble,AI,GitHub Copilot,Python,hyperparameter_tuning,3,6,16,3,113,0.9618,0.6761,38.77,2,0.6,-10
796,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,4,1385,15,2,76,0.167,0.2023,71.31,2,3.2,1370
797,deepfraud-pytorch,Human,Human,Python,documentation,6,294,12,5,68,0.747,0.3401,58.07,4,-9.2,282
798,deepfraud-pytorch,Human,Human,Jupyter Notebook,feature_engineering,8,374,30,9,72,0.3424,0.3275,17.76,3,-3.1,344
799,fraud-detector-nn,Human,Human,SQL,feature_engineering,5,47,191,6,90,0.3248,0.1889,3.91,2,0.87,-144
800,fraud-detector-nn,Human,Human,Python,feature_engineering,6,47,90,6,74,0.6142,0.1745,4.68,2,0.7,-43
801,transaction-anomaly-detection,Human,Human,Python,feature_engineering,5,233,111,5,69,0.4162,0.4577,3.93,2,-4.24,122
802,transaction-anomaly-detection,AI,GitHub Copilot,Python,model_architecture,1,60,48,5,150,0.7726,0.7433,23.61,0,-5.62,12
803,xgboost-fraud-pipeline,Human,Human,R,feature_engineering,5,42,102,6,93,0.4826,0.6572,2.29,1,2.68,-60
804,autoencoder-fraud,Human,Human,Jupyter Notebook,test_suite,7,266,45,12,84,0.51,0.6912,22.92,0,-6.18,221
805,credit-card-fraud-ml,AI,OpenAI Codex,Python,bug_fix,3,31,81,2,161,0.5897,0.2231,37.72,0,1.17,-50
806,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,4,167,159,8,69,0.7655,0.136,66.62,1,2.93,8
807,fraud-detector-nn,Human,Human,Python,documentation,4,23,75,4,78,0.485,0.304,46.04,4,-0.05,-52
808,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,7,985,19,8,68,0.2039,0.2972,69.89,3,0.22,966
809,antifraud-ensemble,AI,Claude Code,R,hyperparameter_tuning,5,40,30,5,129,0.7537,0.7223,7.94,1,4.59,10
810,xgboost-fraud-pipeline,AI,GitHub Copilot,R,hyperparameter_tuning,3,29,17,2,124,0.8229,0.8624,11.06,4,-4.0,12
811,credit-card-fraud-ml,Human,Human,Python,bug_fix,3,34,71,10,65,0.322,0.8951,24.26,0,-2.44,-37
812,autoencoder-fraud,Human,Human,Python,bug_fix,3,30,30,7,55,0.7492,0.134,11.09,2,1.35,0
813,antifraud-ensemble,AI,GitHub Copilot,Python,bug_fix,2,138,32,2,138,0.7579,0.4707,16.29,1,5.05,106
814,fraud-detector-nn,Human,Human,Python,feature_engineering,10,635,94,4,82,0.5067,0.2781,5.14,1,0.07,541
815,antifraud-ensemble,Human,Human,Shell,refactor,4,555,18,3,82,0.3185,0.506,83.04,2,-2.84,537
816,antifraud-ensemble,AI,Claude Code,SQL,model_architecture,2,38,66,4,117,0.7346,0.5139,7.93,0,4.51,-28
817,fraud-detector-nn,Human,Human,Jupyter Notebook,data_pipeline,5,1737,137,8,93,0.205,0.6358,31.87,1,4.5,1600
818,fraud-detector-nn,AI,OpenAI Codex,R,refactor,5,9,10,4,152,0.9217,0.7411,7.12,3,-1.76,-1
819,deepfraud-pytorch,AI,GitHub Copilot,Jupyter Notebook,hyperparameter_tuning,2,17,23,5,140,0.743,0.8812,4.32,3,-1.98,-6
820,antifraud-ensemble,AI,OpenAI Codex,Python,model_architecture,1,31,42,3,131,0.7806,0.7103,14.11,1,6.22,-11
821,credit-card-fraud-ml,Human,Human,SQL,data_pipeline,9,7,1037,7,71,0.4019,0.3243,19.26,4,-4.02,-1030
822,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,bug_fix,2,21,39,1,113,0.5009,0.834,4.91,5,-1.31,-18
823,transaction-anomaly-detection,AI,OpenAI Codex,Python,test_suite,2,188,28,2,128,0.9368,0.8375,16.65,4,-2.32,160
824,xgboost-fraud-pipeline,AI,OpenAI Codex,SQL,model_architecture,2,58,31,3,135,0.788,0.7919,22.66,5,-0.52,27
825,autoencoder-fraud,AI,Claude Code,Python,model_architecture,1,18,2,5,139,0.7413,0.8696,8.95,4,9.18,16
826,deepfraud-pytorch,Human,Human,Python,refactor,7,328,202,5,80,0.4574,0.5596,200.0,2,1.74,126
827,xgboost-fraud-pipeline,AI,OpenAI Codex,Shell,refactor,2,74,21,1,133,0.5421,0.9249,72.47,6,3.9,53
828,transaction-anomaly-detection,AI,OpenAI Codex,Python,test_suite,1,89,39,7,135,0.5103,0.8557,16.82,4,-0.01,50
829,credit-card-fraud-ml,Human,Human,Jupyter Notebook,documentation,2,18,398,4,75,0.6122,0.4795,7.61,0,-4.24,-380
830,credit-card-fraud-ml,AI,Claude Code,YAML,model_architecture,4,97,19,2,125,0.6114,0.86,13.85,7,2.61,78
831,fraud-detector-nn,AI,Devin,Python,model_architecture,3,578,44,2,143,0.3973,0.4989,3.89,2,-4.08,534
832,antifraud-ensemble,AI,Claude Code,Python,refactor,2,393,107,2,131,0.5024,0.533,5.25,3,-5.73,286
833,fraud-detector-nn,AI,GitHub Copilot,Python,feature_engineering,2,22,7,2,137,0.7349,0.7212,2.64,6,7.34,15
834,antifraud-ensemble,AI,GitHub Copilot,SQL,refactor,1,502,44,1,146,0.6003,0.5727,6.46,3,-1.25,458
835,deepfraud-pytorch,AI,Claude Code,Jupyter Notebook,feature_engineering,4,28,86,3,137,0.8519,0.523,3.87,3,-3.94,-58
836,fraud-detector-nn,AI,OpenAI Codex,Python,model_architecture,4,84,52,2,125,0.8077,0.7353,18.74,5,7.18,32
837,fraud-detector-nn,Human,Human,Shell,feature_engineering,5,90,163,6,83,0.3016,0.3939,18.4,2,0.84,-73
838,credit-card-fraud-ml,AI,OpenAI Codex,Python,feature_engineering,2,179,16,6,132,0.7986,0.7579,13.95,0,3.53,163
839,antifraud-ensemble,Human,Human,Jupyter Notebook,test_suite,4,123,17,8,75,0.379,0.4976,26.11,3,0.35,106
840,autoencoder-fraud,Human,Human,Python,documentation,8,4134,41,9,92,0.2911,0.558,21.01,0,-4.41,4093
841,credit-card-fraud-ml,AI,GitHub Copilot,Python,feature_engineering,2,210,28,1,135,0.5115,0.6366,8.16,3,0.16,182
842,fraud-detector-nn,Human,Human,YAML,refactor,8,190,337,3,67,0.5231,0.2774,9.08,1,2.48,-147
843,antifraud-ensemble,AI,GitHub Copilot,Python,model_architecture,1,282,17,5,139,0.523,0.4966,14.75,3,3.86,265
844,antifraud-ensemble,Human,Human,Python,feature_engineering,8,507,24,5,73,0.8001,0.4196,7.76,0,3.77,483
845,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,hyperparameter_tuning,3,314,4,2,130,0.6239,0.5212,21.46,3,5.23,310
846,deepfraud-pytorch,AI,OpenAI Codex,YAML,model_architecture,1,44,82,1,133,0.9105,0.7602,33.38,5,0.71,-38
847,credit-card-fraud-ml,AI,GitHub Copilot,Python,data_pipeline,1,520,4,3,145,0.7578,0.8359,2.68,4,-2.88,516
848,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,3,57,173,4,77,0.357,0.126,20.05,1,4.52,-116
849,deepfraud-pytorch,AI,Claude Code,Python,model_architecture,4,78,7,2,139,0.732,0.7754,26.5,4,7.02,71
